id,text,label,text_processed
3631,كيف أقيّم إن كانت الاستراتيجية تزيد تبخر وتملح سطحي؟,irrigation_et_eau,كيف اقيم ان كانت الاستراتيجيه تزيد تبخر وتملح سطحي؟
14612,كيف أختار مادة ناشرة زراعية بدل صابون منزلي؟,pesticides_et_securite,كيف اختار ماده ناشره زراعيه بدل صابون منزلي؟
12747,كيف أوازن بين الاحتياجات البيئية والاقتصادية,pesticides_et_securite,كيف اوازن بين الاحتياجات البيئيه والاقتصاديه
17949,متى أحصد العدس؟,recolte_et_post_recolte,متي احصد العدس؟
4870,ما هي طرق ري المحاصيل المزروعة في تربة معالجة بالضوء البنفسجي,irrigation_et_eau,ما هي طرق ري المحاصيل المزروعه في تربه معالجه بالضوء البنفسجي
18054,كيف أحصد البرتقال؟,recolte_et_post_recolte,كيف احصد البرتقال؟
7014,ما هي أعراض مرض البياض الدقيقي في الخيار,maladies_et_ravageurs,ما هي اعراض مرض البياض الدقيقي في الخيار
16945,المرونة في العمل,recolte_et_post_recolte,المرونه في العمل
5810,ما سبب وجود عفن أزرق على الليمون؟,maladies_et_ravageurs,ما سبب وجود عفن ازرق علي الليمون؟
3096,كيف أتعامل مع اختلاف قوام التربة داخل نفس القطعة؟,irrigation_et_eau,كيف اتعامل مع اختلاف قوام التربه داخل نفس القطعه؟
8178,كيف أمنع الإصابة بحشرة دودة ثمار قصب السكر الأسود,maladies_et_ravageurs,كيف امنع الاصابه بحشره دوده ثمار قصب السكر الاسود
15044,كيف أكتب مراجعة شاملة عن تجربتي التدريبية,pesticides_et_securite,كيف اكتب مراجعه شامله عن تجربتي التدريبيه
12282,كيف أختار المبيد المناسب لدودة الطماطم,pesticides_et_securite,كيف اختار المبيد المناسب لدوده الطماطم
13346,لو رشّيت فوق رأسي على شجرة، كيف أتجنب نزول الرش على رقبتي؟,pesticides_et_securite,لو رشيت فوق راسي علي شجره، كيف اتجنب نزول الرش علي رقبتي؟
17899,هل غسل البرتقال قبل التخزين مفيد؟,recolte_et_post_recolte,هل غسل البرتقال قبل التخزين مفيد؟
10621,ما تأثير حل النزاعات الذاتي على الاستقرار,maladies_et_ravageurs,ما تاثير حل النزاعات الذاتي علي الاستقرار
15170,كيف أحصل على خريطة مناخية لمنطقتي مجاناً,pesticides_et_securite,كيف احصل علي خريطه مناخيه لمنطقتي مجانا
8865,ما أعراض مرض التبقع البكتيري في اليوسفي الملكي عديم البذور,maladies_et_ravageurs,ما اعراض مرض التبقع البكتيري في اليوسفي الملكي عديم البذور
1935,كيف أكتب أسئلة ري حول ترتيب أولويات الري بين محاصيل متعددة؟,irrigation_et_eau,كيف اكتب اسئله ري حول ترتيب اولويات الري بين محاصيل متعدده؟
8514,كيف أتعرف على مرض الذبول الفيوزاريوم في الريحان,maladies_et_ravageurs,كيف اتعرف علي مرض الذبول الفيوزاريوم في الريحان
3608,كيف أصمم أحواض تجميع صغيرة لمنع خروج ماء الري خارج الحقل؟,irrigation_et_eau,كيف اصمم احواض تجميع صغيره لمنع خروج ماء الري خارج الحقل؟
2321,كيف أقرر أي مراحل هي الأكثر حساسية للملوحة؟,irrigation_et_eau,كيف اقرر اي مراحل هي الاكثر حساسيه للملوحه؟
14138,ما هي أنواع الرسوم البيانية المناسبة لتتبع العادات,pesticides_et_securite,ما هي انواع الرسوم البيانيه المناسبه لتتبع العادات
18892,كيف أستخرج زيت اللبان من الصمغ؟,recolte_et_post_recolte,كيف استخرج زيت اللبان من الصمغ؟
16041,تخزين بذور عباد الشمس,recolte_et_post_recolte,تخزين بذور عباد الشمس
15011,ما هي مواصفات الساعة المناسبة للعمل في المزرعة,pesticides_et_securite,ما هي مواصفات الساعه المناسبه للعمل في المزرعه
18492,كيف أحصد المنتجات العضوية؟,recolte_et_post_recolte,كيف احصد المنتجات العضويه؟
7244,هل بقع الفراولة السوداء مرض تبقع أوراق؟,maladies_et_ravageurs,هل بقع الفراوله السوداء مرض تبقع اوراق؟
5772,ما سبب تشوه الثمار في الطماطم؟,maladies_et_ravageurs,ما سبب تشوه الثمار في الطماطم؟
1347,كيف أختار عمق دفن خط التنقيط تحت السطحي؟,irrigation_et_eau,كيف اختار عمق دفن خط التنقيط تحت السطحي؟
9953,كيف يمكن الوقاية من الأمراض باستخدام المراقبة المستمرة,maladies_et_ravageurs,كيف يمكن الوقايه من الامراض باستخدام المراقبه المستمره
5437,كيف أستخدم المياه المالحة في ري نباتات الزينة متكاملة النموذج,irrigation_et_eau,كيف استخدم المياه المالحه في ري نباتات الزينه متكامله النموذج
9428,ما تأثير الري بمياه الآبار على انتشار الأمراض,maladies_et_ravageurs,ما تاثير الري بمياه الابار علي انتشار الامراض
15761,هل التفاح والعنب يحتاجان برنامج مبيدات أدق؟,pesticides_et_securite,هل التفاح والعنب يحتاجان برنامج مبيدات ادق؟
18248,كيف أحصد نبات الخروب؟,recolte_et_post_recolte,كيف احصد نبات الخروب؟
18243,كيف أحصد نبات الصبار للعصير؟,recolte_et_post_recolte,كيف احصد نبات الصبار للعصير؟
10003,كيف يمكن تشخيص الأمراض باستخدام الأجهزة المتصلة بالسحابة,maladies_et_ravageurs,كيف يمكن تشخيص الامراض باستخدام الاجهزه المتصله بالسحابه
10625,ما الفرق بين القرارات الفردية والجماعية في الأنظمة,maladies_et_ravageurs,ما الفرق بين القرارات الفرديه والجماعيه في الانظمه
3043,هل يلزم مانع رجوع كيميائي (Backflow Preventer) في الكيميجة؟,irrigation_et_eau,هل يلزم مانع رجوع كيميائي (Backflow Preventer) في الكيميجه؟
15317,إذا الفلتر تعرّض لحرارة عالية هل يتلف؟,pesticides_et_securite,اذا الفلتر تعرض لحراره عاليه هل يتلف؟
14257,هل النظارة الطبية وحدها تحمي من الرذاذ؟,pesticides_et_securite,هل النظاره الطبيه وحدها تحمي من الرذاذ؟
8013,ما أعراض الإصابة بحشرة المن الأسود على الذرة,maladies_et_ravageurs,ما اعراض الاصابه بحشره المن الاسود علي الذره
1743,كيف أتعامل مع ري عند زراعة محاصيل غطاء شتوية هل أرويها أم أعتمد على المطر؟,irrigation_et_eau,كيف اتعامل مع ري عند زراعه محاصيل غطاء شتويه هل ارويها ام اعتمد علي المطر؟
5815,ما سبب تساقط أوراق الزيتون بكثرة؟,maladies_et_ravageurs,ما سبب تساقط اوراق الزيتون بكثره؟
9014,ما أعراض مرض التبقع البكتيري في الليمون الأخضر الداكن,maladies_et_ravageurs,ما اعراض مرض التبقع البكتيري في الليمون الاخضر الداكن
9403,كيف يمكن تشخيص الإصابة بحشرة الحلم في محاصيل العنب,maladies_et_ravageurs,كيف يمكن تشخيص الاصابه بحشره الحلم في محاصيل العنب
4205,كيف أتجنب تبخر المياه أثناء الري,irrigation_et_eau,كيف اتجنب تبخر المياه اثناء الري
10520,كيف يمكن تشخيص الأمراض باستخدام التوائم الرقمية ذاتية الابتكار,maladies_et_ravageurs,كيف يمكن تشخيص الامراض باستخدام التوائم الرقميه ذاتيه الابتكار
9600,ما هي العوامل التي تزيد من حدة الإصابة بالعفن الأسود,maladies_et_ravageurs,ما هي العوامل التي تزيد من حده الاصابه بالعفن الاسود
7743,ما علاج حشرة المن على الخيار,maladies_et_ravageurs,ما علاج حشره المن علي الخيار
17674,هل أعمل صفحة على الفيسبوك,recolte_et_post_recolte,هل اعمل صفحه علي الفيسبوك
3824,كيف أكتب سؤال عن عائد الماء لاختبار kg/m³؟,irrigation_et_eau,كيف اكتب سؤال عن عائد الماء لاختبار kg/m³؟
10571,ما تأثير التعلم من الأخطاء على التحسين,maladies_et_ravageurs,ما تاثير التعلم من الاخطاء علي التحسين
6200,ما سبب ظهور اسكليروشيا سوداء داخل العفن؟,maladies_et_ravageurs,ما سبب ظهور اسكليروشيا سوداء داخل العفن؟
10722,كيف يمكن الوقاية من الأمراض باستخدام الأنظمة ذاتية اختبار المناهج المتكاملة,maladies_et_ravageurs,كيف يمكن الوقايه من الامراض باستخدام الانظمه ذاتيه اختبار المناهج المتكامله
19937,ما طريقة حساب إنتاج البطيخ,recolte_et_post_recolte,ما طريقه حساب انتاج البطيخ
7304,كيف أتعرف على منجم أوراق السلق؟,maladies_et_ravageurs,كيف اتعرف علي منجم اوراق السلق؟
6689,ما سبب وجود ثقوب صغيرة على أوراق المشمش وكأنها مرشوشة؟,maladies_et_ravageurs,ما سبب وجود ثقوب صغيره علي اوراق المشمش وكانها مرشوشه؟
8744,كيف أمنع الإصابة بحشرة خنفساء البطاطس النحاسية,maladies_et_ravageurs,كيف امنع الاصابه بحشره خنفساء البطاطس النحاسيه
5217,كيف أنظم ري المزروعات في المناطق ذات الضباب إنترامنوس,irrigation_et_eau,كيف انظم ري المزروعات في المناطق ذات الضباب انترامنوس
4865,كيف أحسب كمية المياه اللازمة لري الوستارية,irrigation_et_eau,كيف احسب كميه المياه اللازمه لري الوستاريه
5370,ما تأثير الري على لون النوية الجنينية الثانوية,irrigation_et_eau,ما تاثير الري علي لون النويه الجنينيه الثانويه
7408,ما سبب وجود نسيج بني إسفنجي داخل الخوخ المصاب؟,maladies_et_ravageurs,ما سبب وجود نسيج بني اسفنجي داخل الخوخ المصاب؟
17575,هل يحق للمشتري فحص كل صندوق,recolte_et_post_recolte,هل يحق للمشتري فحص كل صندوق
6691,كيف أتعرف على مرض التثقّب في أوراق المشمش؟,maladies_et_ravageurs,كيف اتعرف علي مرض التثقب في اوراق المشمش؟
6515,كيف يمكن استخدام التحليل الطيفي للكشف عن إجهاد النبات المرضي,maladies_et_ravageurs,كيف يمكن استخدام التحليل الطيفي للكشف عن اجهاد النبات المرضي
1309,كيف أقرر إن كانت التربة تحتاج ريات قصيرة متكررة أم طويلة متباعدة؟,irrigation_et_eau,كيف اقرر ان كانت التربه تحتاج ريات قصيره متكرره ام طويله متباعده؟
4706,ما هي تقنيات الري بالتنقيط للزراعة في المناطق ذات التربة المالحة الغنية بالرصاص,irrigation_et_eau,ما هي تقنيات الري بالتنقيط للزراعه في المناطق ذات التربه المالحه الغنيه بالرصاص
15993,حصاد الفول السوداني,recolte_et_post_recolte,حصاد الفول السوداني
697,كيف أتعامل مع الري بعد نقل الشتلات مباشرة؟,irrigation_et_eau,كيف اتعامل مع الري بعد نقل الشتلات مباشره؟
1340,هل من الأفضل ريات خفيفة متقاربة أم ريات غزيرة متباعدة في الملوحة؟,irrigation_et_eau,هل من الافضل ريات خفيفه متقاربه ام ريات غزيره متباعده في الملوحه؟
19460,أي أدوات تناسب حصاد الخرشوف,recolte_et_post_recolte,اي ادوات تناسب حصاد الخرشوف
250,كيف أحسب كلفة الري لكل هكتار؟,irrigation_et_eau,كيف احسب كلفه الري لكل هكتار؟
15614,كيف أختار طول العصا المثالي؟,pesticides_et_securite,كيف اختار طول العصا المثالي؟
7015,كيف يمكن مكافحة حشرة المن بالنشادر,maladies_et_ravageurs,كيف يمكن مكافحه حشره المن بالنشادر
19144,كيج أستخرج الزيت من بذور الذرة؟,recolte_et_post_recolte,كيج استخرج الزيت من بذور الذره؟
1450,كيف أتعامل مع ري بالرش في مناطق رياح قوية بشكل دائم؟,irrigation_et_eau,كيف اتعامل مع ري بالرش في مناطق رياح قويه بشكل دائم؟
7640,ما هي أعراض الإصابة بمرض المكنسة الساحرة في الليمون,maladies_et_ravageurs,ما هي اعراض الاصابه بمرض المكنسه الساحره في الليمون
9537,كيف يمكن تشخيص أمراض التقزم في محاصيل الفاكهة,maladies_et_ravageurs,كيف يمكن تشخيص امراض التقزم في محاصيل الفاكهه
2803,كيف أصمم اختبار أكواب قياس (Catch Can) للرش بدقة؟,irrigation_et_eau,كيف اصمم اختبار اكواب قياس (Catch Can) للرش بدقه؟
4442,ما هي تقنيات الري بالتنقيط للزراعة في التربة الطينية,irrigation_et_eau,ما هي تقنيات الري بالتنقيط للزراعه في التربه الطينيه
2463,كم مرة أسقي القرفة؟,irrigation_et_eau,كم مره اسقي القرفه؟
15074,كيف أصمم مكتبة مزرعتي باستخدام ألوان محفزة,pesticides_et_securite,كيف اصمم مكتبه مزرعتي باستخدام الوان محفزه
8888,ما علاج الصدأ في الليمون الحامض,maladies_et_ravageurs,ما علاج الصدا في الليمون الحامض
11956,كيف أنظف الجزمة بعد الرش؟,pesticides_et_securite,كيف انظف الجزمه بعد الرش؟
1665,كيف أحدد مكان الاختناق إذا كان الضغط جيدًا قبل الفلتر وسيئًا بعده؟,irrigation_et_eau,كيف احدد مكان الاختناق اذا كان الضغط جيدا قبل الفلتر وسيئا بعده؟
9440,ما هي العوامل التي تزيد من حدة الإصابة بالصدأ,maladies_et_ravageurs,ما هي العوامل التي تزيد من حده الاصابه بالصدا
16389,عقود الإيجار الزراعي,recolte_et_post_recolte,عقود الايجار الزراعي
5159,كيف أنظم ري المزروعات في المناطق ذات الضباب كواوار,irrigation_et_eau,كيف انظم ري المزروعات في المناطق ذات الضباب كواوار
9308,ما تأثير الري التنقيطي على انتشار أمراض التربة,maladies_et_ravageurs,ما تاثير الري التنقيطي علي انتشار امراض التربه
9572,ما تأثير التربة الرملية الدافئة على نشاط مسببات الأمراض,maladies_et_ravageurs,ما تاثير التربه الرمليه الدافئه علي نشاط مسببات الامراض
10941,كيف يمكن تقليل الأمراض باستخدام الأنظمة ذاتية مراقبة أداء أنظمة الابتكار,maladies_et_ravageurs,كيف يمكن تقليل الامراض باستخدام الانظمه ذاتيه مراقبه اداء انظمه الابتكار
15188,كيف أفسر رموز الطقس الزراعي المتخصصة,pesticides_et_securite,كيف افسر رموز الطقس الزراعي المتخصصه
8300,ما هو مرض التبقع الشبكي,maladies_et_ravageurs,ما هو مرض التبقع الشبكي
16256,كيفية تجهيز الأرض للموسم القادم,recolte_et_post_recolte,كيفيه تجهيز الارض للموسم القادم
93,كيف أعدل الري بعد التسميد؟,irrigation_et_eau,كيف اعدل الري بعد التسميد؟
3307,كيف أتعامل مع أسئلة بسيطة مثل “كم ساعة أشغل التنقيط” وأحوّلها لكمية دقيقة؟,irrigation_et_eau,كيف اتعامل مع اسئله بسيطه مثل “كم ساعه اشغل التنقيط” واحولها لكميه دقيقه؟
1830,هل استخدام ملش يقلل جفاف السطح؟,irrigation_et_eau,هل استخدام ملش يقلل جفاف السطح؟
11837,كيف أحمي وجهي وقت فتح العبوة؟,pesticides_et_securite,كيف احمي وجهي وقت فتح العبوه؟
6589,كيف أتعرف على العفن الجاف في البطاطس أثناء التخزين؟,maladies_et_ravageurs,كيف اتعرف علي العفن الجاف في البطاطس اثناء التخزين؟
20053,إذا أبغى أنقل لمسافة بعيدة، وش أغير في الحصاد؟,recolte_et_post_recolte,اذا ابغي انقل لمسافه بعيده، وش اغير في الحصاد؟
438,كيف أحمي المضخة من التشغيل الجاف؟,irrigation_et_eau,كيف احمي المضخه من التشغيل الجاف؟
6494,ما هي الآفات التي تصيب محصول المشمش,maladies_et_ravageurs,ما هي الافات التي تصيب محصول المشمش
18199,كيف أرفع القيمة المضافة للمحصول بعد الحصاد؟,recolte_et_post_recolte,كيف ارفع القيمه المضافه للمحصول بعد الحصاد؟
13700,ما هي البدائل المنزلية لأطباق الاختبار,pesticides_et_securite,ما هي البدائل المنزليه لاطباق الاختبار
8174,كيف أحمي الفول من مرض الذبول البكتيري,maladies_et_ravageurs,كيف احمي الفول من مرض الذبول البكتيري
8231,ما علاج البياض الزغبي في قصب السكر الأخضر الغامق,maladies_et_ravageurs,ما علاج البياض الزغبي في قصب السكر الاخضر الغامق
11076,هل أحتفظ ببطاقة المبيد للطوارئ؟,pesticides_et_securite,هل احتفظ ببطاقه المبيد للطوارئ؟
5985,ما سبب نمو فطر على سطح التربة في الأصص؟,maladies_et_ravageurs,ما سبب نمو فطر علي سطح التربه في الاصص؟
5501,كيف أحدد احتياجات الري للنباتات في مرحلة التكاثر الطحالب الدافئة,irrigation_et_eau,كيف احدد احتياجات الري للنباتات في مرحله التكاثر الطحالب الدافئه
9785,كيف يمكن الوقاية من جميع أمراض العفن في جميع المحاصيل وفي جميع ظروف التخزين,maladies_et_ravageurs,كيف يمكن الوقايه من جميع امراض العفن في جميع المحاصيل وفي جميع ظروف التخزين
2618,ما احتياجات الزيتون من الماء في الصيف؟,irrigation_et_eau,ما احتياجات الزيتون من الماء في الصيف؟
8541,ما أعراض الإصابة بدودة ثمار الرمان,maladies_et_ravageurs,ما اعراض الاصابه بدوده ثمار الرمان
19637,أفضل وسيلة لتجفيف الريحان,recolte_et_post_recolte,افضل وسيله لتجفيف الريحان
15554,إذا عندي بركة سمك، هل أوقف الرش في اتجاهها حتى لو داخل المزرعة؟,pesticides_et_securite,اذا عندي بركه سمك، هل اوقف الرش في اتجاهها حتي لو داخل المزرعه؟
10460,كيف يمكن الكشف عن الأمراض باستخدام النماذج الرقمية المزدوجة المنظومية,maladies_et_ravageurs,كيف يمكن الكشف عن الامراض باستخدام النماذج الرقميه المزدوجه المنظوميه
3341,كيف أستخدم مؤشر SPEI لاتخاذ قرار تقشف مائي مبكر؟,irrigation_et_eau,كيف استخدم مؤشر SPEI لاتخاذ قرار تقشف مائي مبكر؟
17427,هل التبريد المفاجئ يضر الفاصولياء,recolte_et_post_recolte,هل التبريد المفاجئ يضر الفاصولياء
9448,ما تأثير انخفاض الرطوبة على تطور الأمراض الفطرية,maladies_et_ravageurs,ما تاثير انخفاض الرطوبه علي تطور الامراض الفطريه
1621,كيف أضع برنامج ري مختلف داخل نفس الشبكة؟,irrigation_et_eau,كيف اضع برنامج ري مختلف داخل نفس الشبكه؟
11562,هل أعطيه أي دواء؟,pesticides_et_securite,هل اعطيه اي دواء؟
19012,ما هي طريقة استخدام زيت بذور الشمر لعلاج المغص؟,recolte_et_post_recolte,ما هي طريقه استخدام زيت بذور الشمر لعلاج المغص؟
9451,كيف يمكن تقليل الإصابة بالأمراض في الزراعة بدون تربة محمية,maladies_et_ravageurs,كيف يمكن تقليل الاصابه بالامراض في الزراعه بدون تربه محميه
7798,كيف أحمي القمح من مرض الصدأ الأسود,maladies_et_ravageurs,كيف احمي القمح من مرض الصدا الاسود
17555,كيف أكتب فاتورة ضريبية,recolte_et_post_recolte,كيف اكتب فاتوره ضريبيه
3154,كيف أحسب نسبة المزج بدون أجهزة معقدة؟,irrigation_et_eau,كيف احسب نسبه المزج بدون اجهزه معقده؟
19611,كيف أغلف الذرة,recolte_et_post_recolte,كيف اغلف الذره
2505,هل البطاطس تحتاج ري يومي؟,irrigation_et_eau,هل البطاطس تحتاج ري يومي؟
1669,كيف أتعامل مع ري عند تعطل وحدة التحكم (Controller)؟,irrigation_et_eau,كيف اتعامل مع ري عند تعطل وحده التحكم (Controller)؟
8967,كيف أعالج التبقع البكتيري في الجريب فروت الأحمر,maladies_et_ravageurs,كيف اعالج التبقع البكتيري في الجريب فروت الاحمر
9826,ما الفرق بين أعراض جميع أنواع التلوث والإصابة المرضية,maladies_et_ravageurs,ما الفرق بين اعراض جميع انواع التلوث والاصابه المرضيه
451,هل تغيير موعد الري يقلل الاستهلاك؟,irrigation_et_eau,هل تغيير موعد الري يقلل الاستهلاك؟
17697,هل التوصيل المجاني يغري الزبون,recolte_et_post_recolte,هل التوصيل المجاني يغري الزبون
16926,سكن العمال,recolte_et_post_recolte,سكن العمال
10564,كيف يمكن تقليل الأمراض باستخدام الأنظمة ذاتية الصيانة,maladies_et_ravageurs,كيف يمكن تقليل الامراض باستخدام الانظمه ذاتيه الصيانه
17702,هل أحتاج موقعاً إلكترونياً,recolte_et_post_recolte,هل احتاج موقعا الكترونيا
5200,ما هي طرق ري المحاصيل المزروعة في تربة معالجة بالضوء القابل للبرمجة,irrigation_et_eau,ما هي طرق ري المحاصيل المزروعه في تربه معالجه بالضوء القابل للبرمجه
6051,كيف يؤثر العنكبوت الأحمر على عملية التمثيل الضوئي في الأوراق,maladies_et_ravageurs,كيف يؤثر العنكبوت الاحمر علي عمليه التمثيل الضوئي في الاوراق
16365,إصلاح الأعطال البسيطة,recolte_et_post_recolte,اصلاح الاعطال البسيطه
5345,كيف أحدد احتياجات الري للنباتات في مرحلة التكاثر الطحالب السامة,irrigation_et_eau,كيف احدد احتياجات الري للنباتات في مرحله التكاثر الطحالب السامه
16405,جدولة الري,recolte_et_post_recolte,جدوله الري
19347,ما هي طريقة استخدام زيت بذور السمسم الأسود في علاج طنين الأذن المرتبط بفقدان السمع؟,recolte_et_post_recolte,ما هي طريقه استخدام زيت بذور السمسم الاسود في علاج طنين الاذن المرتبط بفقدان السمع؟
11070,هل الغثيان بعد الرش طبيعي؟,pesticides_et_securite,هل الغثيان بعد الرش طبيعي؟
12033,هل الطبخ يقلل البقايا لبعض المبيدات؟,pesticides_et_securite,هل الطبخ يقلل البقايا لبعض المبيدات؟
7196,ما هي الآفات التي تصيب محصول الزعتر,maladies_et_ravageurs,ما هي الافات التي تصيب محصول الزعتر
11032,هل إعادة استخدام العبوة خطر؟,pesticides_et_securite,هل اعاده استخدام العبوه خطر؟
18323,كيف أحصد الحنطة السوداء؟,recolte_et_post_recolte,كيف احصد الحنطه السوداء؟
16485,تغير المناخ والزراعة,recolte_et_post_recolte,تغير المناخ والزراعه
16214,أهمية الباركود على المنتجات الزراعية,recolte_et_post_recolte,اهميه الباركود علي المنتجات الزراعيه
3626,كيف أتعامل مع ماء pH مرتفع لكن EC منخفض، هل الترسب محتمل؟,irrigation_et_eau,كيف اتعامل مع ماء pH مرتفع لكن EC منخفض، هل الترسب محتمل؟
11073,من أتصل إذا صار تسمم؟,pesticides_et_securite,من اتصل اذا صار تسمم؟
9335,كيف يمكن الوقاية من أمراض الاخضرار في المحاصيل,maladies_et_ravageurs,كيف يمكن الوقايه من امراض الاخضرار في المحاصيل
8045,ما أعراض الإصابة بحشرة المن على الموز,maladies_et_ravageurs,ما اعراض الاصابه بحشره المن علي الموز
8462,كيف أعالج التبقع البكتيري في البرتقال,maladies_et_ravageurs,كيف اعالج التبقع البكتيري في البرتقال
1649,كيف أتعامل مع الري خلال السفر لمدة أسبوعين؟,irrigation_et_eau,كيف اتعامل مع الري خلال السفر لمده اسبوعين؟
19035,ما هي طريقة استخدام زيت بذور الليمون الحامض في التنظيف؟,recolte_et_post_recolte,ما هي طريقه استخدام زيت بذور الليمون الحامض في التنظيف؟
8445,ما أعراض الإصابة بدودة ثمار الليمون,maladies_et_ravageurs,ما اعراض الاصابه بدوده ثمار الليمون
3858,كيف أكتب سؤال عن انضغاط تربة لاختبار تجنب ري فوق تربة رطبة قبل مرور آلات؟,irrigation_et_eau,كيف اكتب سؤال عن انضغاط تربه لاختبار تجنب ري فوق تربه رطبه قبل مرور الات؟
16627,حصاد الكركديه,recolte_et_post_recolte,حصاد الكركديه
12320,ما هي فاعلية زيت النيم في مكافحة الحشرات,pesticides_et_securite,ما هي فاعليه زيت النيم في مكافحه الحشرات
6662,كيف أتعرف على ذبابة الفاكهة على التين؟,maladies_et_ravageurs,كيف اتعرف علي ذبابه الفاكهه علي التين؟
2366,متى أبدأ الري بعد الزراعة؟,irrigation_et_eau,متي ابدا الري بعد الزراعه؟
12749,كيف أتعلم من تجارب المزارعين الآخرين في إدارة المبيدات,pesticides_et_securite,كيف اتعلم من تجارب المزارعين الاخرين في اداره المبيدات
19374,كيف أميز أن البطاطس جاهزة للاستخراج من الأرض,recolte_et_post_recolte,كيف اميز ان البطاطس جاهزه للاستخراج من الارض
9959,كيف يمكن تقليل الأمراض باستخدام الأنظمة المستقلة,maladies_et_ravageurs,كيف يمكن تقليل الامراض باستخدام الانظمه المستقله
4861,كيف أعالج مشكلة اللون البيئي في مياه الري,irrigation_et_eau,كيف اعالج مشكله اللون البيئي في مياه الري
6942,كيف يمكن مكافحة دودة اللوز الشوكية في القطن,maladies_et_ravageurs,كيف يمكن مكافحه دوده اللوز الشوكيه في القطن
17710,هل الرد بأدب يمتص الغضب,recolte_et_post_recolte,هل الرد بادب يمتص الغضب
3007,هل تركيب مانع رجوع ضروري في شبكات ري الحدائق؟,irrigation_et_eau,هل تركيب مانع رجوع ضروري في شبكات ري الحدائق؟
7914,كيف أمنع الإصابة بحشرة خنفساء البطاطس الكولورادية,maladies_et_ravageurs,كيف امنع الاصابه بحشره خنفساء البطاطس الكولوراديه
14564,هل توسعة الفوهة تغير الجرعة وتزيد البقايا؟,pesticides_et_securite,هل توسعه الفوهه تغير الجرعه وتزيد البقايا؟
1842,كيف أتعامل مع ري عند زراعة مختلطة (Intercropping) وكيف أحسب ET؟,irrigation_et_eau,كيف اتعامل مع ري عند زراعه مختلطه (Intercropping) وكيف احسب ET؟
8768,كيف أتعامل مع حشرة التربس في الكلمنتينا,maladies_et_ravageurs,كيف اتعامل مع حشره التربس في الكلمنتينا
